lambda,Aki,fik,Acc,Ei,Ek,Type,
2222.4140,1.3e+07,1.2e-02,D+,61726.069,106722.187,,
2223.1435,2.6e+06,2.2e-03,D+,21430.3564,66411.712,,
2223.3643,6.0e+07,4.5e-02,D+,39013.2160,83990.106,,
2223.568,5.e+06,4.0e-03,D,47674.728,92647.591,,
2224.17752,3.0e+07,2.2e-02,D+,21711.8963,66672.336,,
2224.3941,1.2e+07,6.6e-03,D+,65109.691,110065.766,,
2224.3941,4.6e+06,4.1e-03,D+,60807.239,105763.286,,
2224.5268,2.7e+07,2.0e-02,D+,38858.9696,83812.352,,
2225.1564,5.6e+06,5.2e-03,D+,61156.827,106097.530,,
2225.1564,2.5e+07,9.e-03,D+,21307.999,66248.647,,
2225.290,1.7e+07,1.7e-02,D+,54870.541,99808.549,,
2225.352,9.e+05,9.e-04,D,50142.811,95079.342,,
2225.6059,5.e+06,2.0e-03,D,62244.515,107176.093,,
2226.964,2.7e+06,2.0e-03,D,54904.241,99808.549,,
2227.8745,1.0e+07,5.9e-03,D+,25428.7893,70314.624,,
2228.0680,2.5e+06,2.2e-03,D+,21581.6151,66463.542,,
2228.12487,8.e+07,1.2e-01,D+,39109.3161,83990.106,,
2228.3055,2.3e+06,2.1e-03,D,21711.8963,66589.042,,
2229.152,4.2e+07,3.1e-02,D+,48039.109,92899.306,,
2229.2103,1.8e+06,1.6e-03,D,62065.528,106924.441,,
2229.42515,1.59e+08,1.58e-01,C+,38858.9696,83713.583,,
2230.4078,2.3e+07,1.7e-02,D+,62065.528,106900.373,,
2230.5027,3.2e+06,1.6e-03,D,63272.981,108105.938,,
2231.0752,9.e+06,6.5e-03,D+,62244.515,107065.951,,
2232.18606,1.10e+08,1.23e-01,C+,39013.2160,83812.352,,
2232.4784,4.1e+07,3.1e-02,D+,64831.951,109625.216,,
2232.5503,3.6e+07,2.7e-02,D+,65109.691,109901.523,,
2233.8226,4.1e+07,3.1e-02,D+,62158.126,106924.441,,
2233.895,2.4e+06,2.4e-03,D,54870.541,99635.420,,
2234.61144,4.0e+07,3.0e-02,D+,20805.7632,65556.271,,
2235.0234,1.8e+07,1.1e-02,D+,62158.126,106900.373,,
2235.0789,5.9e+06,6.7e-03,D+,62125.604,106866.770,,
2235.57842,4.7e+07,2.7e-02,D+,62065.528,106796.679,,
2236.0828,1.7e+06,1.3e-03,D,62125.604,106846.649,,
2236.2196,2.7e+06,1.6e-03,D,25805.3270,70523.694,,
2236.2732,4.9e+06,3.7e-03,D+,60807.239,105524.482,,
2236.37512,7.2e+07,5.4e-02,D+,62151.554,106866.770,,
2237.05159,2.2e+07,1.7e-02,D+,62065.528,106767.226,,
2237.3819,3.3e+07,1.6e-02,D+,62151.554,106846.649,,
2238.13824,3.0e+07,3.4e-02,E,61974.931,106654.923,,
2238.26235,8.1e+07,4.9e-02,C+,38458.9934,83136.508,,
2238.5930,2.9e+07,1.7e-02,D+,33466.4943,78137.404,,
2238.96808,1.37e+08,1.20e-01,B+,60625.446,105288.874,,
2239.03939,8.e+07,3.0e-02,E,61974.931,106636.942,,
2239.26271,6.e+07,4.e-02,E,61974.931,106632.487,,
2239.3079,4.4e+06,4.1e-03,D+,62065.528,106722.187,,
2239.3254,6.6e+07,5.0e-02,D+,48039.109,92695.398,,
2239.73263,1.54e+08,8.7e-02,C+,38660.0537,83308.241,,
2239.8863,4.3e+06,3.2e-03,D+,62151.554,106796.679,,
2240.4997,6.2e+06,4.7e-03,D+,60956.781,105589.674,,
2241.0347,8.e+06,1.0e-02,D+,62244.515,106866.770,,
2241.2406,2.3e+06,1.7e-03,D,27620.4033,72238.564,,
2241.69508,1.5e+07,9.e-03,D+,62158.126,106767.226,,
2241.861,4.e+07,3.4e-02,E,62049.042,106654.923,,
2242.04529,8.e+07,6.0e-02,D+,62244.515,106846.649,,
2242.11466,1.74e+08,8.7e-02,C+,38858.9696,83459.721,,
2242.5192,1.2e+06,1.2e-03,D,20516.9534,65109.691,,
2242.57305,1.49e+08,1.35e-01,C+,60807.239,105398.876,,
2242.8764,1.1e+06,7.e-04,D,60625.446,105211.079,,
2242.9852,1.9e+07,1.0e-02,E,62049.042,106632.487,,
2243.0380,1.3e+06,8.e-04,D,21430.3564,66012.775,,
2243.77739,1.78e+08,1.68e-01,C+,60956.781,105524.482,,
2243.96071,7.2e+07,5.4e-02,C+,62158.126,106722.187,,
2244.2741,5.e+05,5.e-04,D,20805.7632,65363.607,,
2244.5593,1.1e+06,1.2e-03,D,62244.515,106796.679,,
2244.77265,1.32e+08,1.33e-01,C+,61041.734,105589.674,,
2244.9034,1.8e+08,6.8e-02,D+,39013.2160,83558.569,,
2245.0904,6.5e+07,4.9e-02,D+,47674.728,92216.391,,
2245.5218,5.4e+06,4.9e-03,D+,61512.630,106045.712,,
2246.19545,2.54e+08,1.92e-01,B+,38458.9934,82978.717,,
2246.2771,4.8e+06,3.1e-03,D+,61527.610,106045.712,,
2246.6216,1.8e+06,1.4e-03,D,60887.606,105398.876,,
2247.3797,8.3e+07,8.4e-02,C+,61093.406,105589.674,,
2247.6100,8.e+06,5.1e-03,D+,20340.2461,64831.951,,
2248.03470,3.5e+06,2.0e-03,E,62171.624,106654.923,,
2248.38063,2.99e+08,2.26e-01,B+,38660.0537,83136.508,,
2248.4942,4.6e+06,2.6e-03,D+,62322.445,106796.679,,
2248.509,1.1e+06,6.e-04,D,61156.827,105630.764,,
2248.6267,6.e+07,6.e-02,E,62049.042,106520.612,,
2249.0736,7.4e+06,4.2e-03,D+,62945.045,107407.818,,
2249.2072,1.1e+06,6.e-04,D,60989.444,105449.557,,
2249.3447,1.0e+07,5.7e-03,D+,60956.781,105414.186,,
2249.61577,1.19e+08,9.0e-02,C+,65556.271,110008.310,,
2249.75590,2.7e+08,2.03e-01,C+,38858.9696,83308.241,,
2249.75590,3.1e+08,2.4e-01,C+,39109.3161,83558.569,,
2249.87517,3.00e+06,1.82e-03,B,0.0000,44446.9051,,
2249.89584,2.6e+08,1.96e-01,C+,39013.2160,83459.721,,
2249.9827,5.4e+06,4.1e-03,D+,62322.445,106767.226,,
2250.3203,1.1e+07,8.e-03,D+,60625.446,105063.561,,
2250.4530,1.9e+06,1.8e-03,E,62065.528,106501.029,,
2250.5881,1.0e+07,7.4e-03,D+,61156.827,105589.674,,
2250.677,9.e+05,7.e-04,D,21581.6151,66012.775,,
2250.8729,1.67e+06,1.27e-03,C+,862.6118,45289.8248,,
2251.1068,1.8e+07,1.0e-02,D+,60956.781,105379.425,,
2251.313,1.6e+07,8.e-03,D+,61041.734,105460.233,,
2251.5744,2.5e+07,1.5e-02,D+,60807.239,105220.610,,
2251.63283,3.19e+06,2.43e-03,C+,667.6829,45079.9019,,
2252.2520,1.0e+06,6.e-04,E,384.7872,44784.7859,,
2252.52058,4.4e+08,4.1e-01,B+,38458.9934,82853.704,,
2253.6499,2.1e+07,1.6e-02,D+,61041.734,105414.186,,
2253.82430,4.4e+06,3.4e-03,C+,384.7872,44753.8179,,
2253.9384,2.3e+07,1.2e-02,D+,61093.406,105460.233,,
2254.059,7.e+05,4.3e-04,D,54232.201,98596.488,,
2254.7710,6.9e+07,1.0e-01,D+,39109.3161,83459.721,,
2254.8052,1.1e+06,7.e-04,D,21581.6151,65931.358,,
2254.8424,2.0e+07,1.5e-02,E,62171.624,106520.612,,
2254.9006,3.4e+07,2.6e-02,D+,60807.239,105155.093,,
2255.0333,1.6e+07,1.0e-02,D+,65556.271,109901.523,,
2255.1043,6.e+05,2.1e-04,E,862.6118,45206.4704,,
2255.4176,3.3e+06,2.5e-03,D,61041.734,105379.425,,
2255.83929,8.e+07,7.e-02,E,62171.624,106501.029,,
2255.8853,2.3e+06,1.5e-03,D+,21251.5833,65580.065,,
2256.1417,2.2e+06,1.4e-03,D,60887.606,105211.079,,
2256.2760,8.e+06,6.2e-03,D+,61093.406,105414.186,,
2256.33290,1.73e+08,1.32e-01,B+,65363.607,109683.303,,
2256.38576,2.31e+08,2.21e-01,B+,38660.0537,82978.717,,
2256.46450,4.7e+07,2.4e-02,D+,20516.9534,64834.069,,
2256.5335,2.0e+07,1.2e-02,D+,60807.239,105123.005,,
2257.1361,6.4e+06,3.9e-03,D+,20805.7632,65109.691,,
2257.2568,1.3e+07,8.e-03,D+,60989.444,105291.014,,
2257.59005,8.e+07,1.0e-01,D+,39013.2160,83308.241,,
2257.78971,7.5e+07,4.8e-02,C+,60625.446,104916.552,,
2258.2547,4.1e+07,2.4e-02,D+,60956.781,105238.815,,
2258.48178,1.22e+08,1.24e-01,C+,38858.9696,83136.508,,
2258.9949,7.2e+06,4.6e-03,D+,60887.606,105155.093,,
2259.0848,1.0e+06,6.e-04,D,21430.3564,65696.053,,
2259.188,2.0e+06,1.5e-03,D,60956.781,105220.610,,
2259.2646,1.0e+07,6.2e-03,D+,62662.252,106924.441,,
2259.2943,1.9e+07,1.2e-02,D+,65363.607,109625.216,,
2259.4586,1.6e+06,1.0e-03,D,60807.239,105065.627,,
2259.523,2.1e+06,1.9e-03,D+,63876.325,108133.473,,
2259.5653,1.5e+07,1.4e-02,D+,60807.239,105063.561,,
2259.9249,1.8e+07,1.9e-02,D+,61041.734,105291.014,,
2260.2390,6.4e+06,4.1e-03,D+,60625.446,104868.522,,
2260.3248,2.2e+07,1.3e-02,D+,33501.2957,77742.736,,
2260.5006,1.2e+06,9.e-04,D,60625.446,104863.432,,
2260.5564,1.7e+06,2.6e-03,D,62829.071,107065.951,,
2260.77905,3.18e+06,2.44e-03,B,0.0000,44232.5398,,
2260.9387,3.4e+06,2.6e-03,D,977.0498,45206.4704,,
2261.112,6.5e+06,4.2e-03,D+,60837.560,105063.561,,
2261.2170,1.0e+07,5.3e-03,D+,61093.406,105317.400,,
2261.5588,2.16e+06,2.49e-03,C+,862.6118,45079.9019,,
2261.9056,2.2e+07,2.2e-02,D+,62689.874,106900.373,,
2262.5291,2.8e+07,2.7e-02,D+,60956.781,105155.093,,
2262.5661,8.e+06,9.e-03,D+,61093.406,105291.014,,
2262.9452,1.8e+06,1.0e-03,D,22810.3459,67000.530,,
2263.0291,8.e+06,6.1e-03,D+,64425.405,108613.977,,
2263.1279,1.2e+07,7.2e-03,D+,60807.239,104993.879,,
2263.3864,1.98e+06,1.52e-03,B,862.6118,45044.1916,,
2263.600,1.0e+07,5.1e-03,D+,48039.109,92216.391,,
2263.93229,3.7e+07,2.3e-02,D+,26352.7671,70523.694,,
2264.1744,6.5e+06,5.0e-03,D+,60956.781,105123.005,,
2265.0204,2.2e+06,1.7e-03,D+,21430.3564,65580.065,,
2265.29078,3.7e+07,2.4e-02,D+,26170.1810,70314.624,,
2265.509,3.8e+06,2.9e-03,D+,60625.446,104765.459,,
2266.6951,1.0e+06,8.e-04,D,667.6829,44784.7859,,
2266.829,6.e+05,4.7e-04,D,21581.6151,65696.053,,
2266.9563,3.3e+06,2.2e-03,D+,21251.5833,65363.607,,
2267.0942,3.7e+06,2.9e-03,D+,60807.239,104916.552,,
2267.4071,8.e+06,5.9e-03,D+,31811.814,75915.080,,
2267.4071,3.0e+07,2.3e-02,D+,65580.065,109683.303,,
2268.28692,3.69e+06,3.80e-03,C+,667.6829,44753.8179,,
2268.73820,2.0e+07,2.1e-02,D+,62689.874,106767.226,,
2268.8372,7.5e+06,1.2e-02,D+,18886.773,62962.215,,
2269.1714,5.2e+07,4.0e-02,D+,65556.271,109625.216,,
2269.2653,6.1e+05,9.3e-04,C,977.0498,45044.1916,,
2269.3241,1.1e+07,6.5e-03,D+,60807.239,104873.232,,
2269.5231,4.0e+05,3.1e-04,C+,384.7872,44446.9051,,
2269.5688,4.3e+06,3.3e-03,D+,60807.239,104868.522,,
2269.6332,6.1e+06,3.9e-03,D+,62662.252,106722.187,,
2270.406,3.0e+06,1.9e-03,D+,65580.065,109625.216,,
2271.0728,2.4e+07,2.2e-02,D+,50157.475,94189.536,,
2271.2343,5.2e+06,3.3e-03,D+,60887.606,104916.552,,
2271.279,2.3e+06,2.4e-03,D,54870.541,98898.591,,
2271.8195,3.7e+07,5.7e-02,D+,62829.071,106846.649,,
2272.1150,9.e+06,7.1e-03,D+,61512.630,105524.482,,
2272.238,2.1e+06,1.6e-03,D,42114.8380,86124.348,,
2272.5458,3.1e+06,1.6e-03,D,20830.5534,64834.069,,
2272.88795,2.7e+06,2.4e-03,D+,60625.446,104622.308,,
2273.017,1.2e+07,1.0e-02,D+,54904.241,98898.591,,
2273.705,1.4e+06,9.e-04,D,66589.042,110570.312,,
2273.705,1.1e+06,7.e-04,D,60887.606,104868.522,,
2274.3901,1.2e+06,9.e-04,D,60625.446,104593.292,,
2274.4756,1.0e+07,8.e-03,D+,61156.827,105123.005,,
2274.6611,3.7e+07,3.5e-02,D+,62083.118,106045.712,,
2274.694,1.3e+06,1.0e-03,D,26352.7671,70314.624,,
2274.7669,1.8e+07,1.7e-02,D+,50187.822,94148.39,,
2274.8880,1.8e+07,1.7e-02,D+,60807.239,104765.459,,
2275.213,1.2e+06,1.2e-03,D,61041.734,104993.879,,
2276.0590,7.e+05,5.e-04,D,62083.118,106018.682,,
2276.382,1.3e+06,1.0e-03,D,65696.053,109625.216,,
2276.461,1.1e+06,7.e-04,D,60837.560,104765.459,,
2276.77742,6.9e+07,4.0e-02,D+,62945.045,106866.770,,
2277.0521,1.5e+06,1.1e-03,D,60956.781,104873.232,,
2277.275,1.5e+07,1.7e-02,D+,50075.921,93988.181,,
2277.66799,3.5e+07,4.0e-02,D+,62962.215,106866.770,,
2277.9984,2.2e+06,1.4e-03,D,60807.239,104705.411,,
2278.498,5.0e+06,5.9e-03,D+,49506.922,93395.407,,
2278.6241,4.3e+06,2.5e-03,D+,62322.445,106208.574,,
2278.662,6.0e+06,4.6e-03,D+,50187.822,94073.296,,
2278.7127,5.e+06,3.9e-03,D,62962.215,106846.649,,
2278.9911,1.1e+06,8.e-04,D,60989.444,104868.522,,
2279.3903,1.3e+06,8.e-04,D,60956.781,104828.163,,
2279.475,8.e+05,8.e-04,D,50187.822,94057.727,,
2280.41661,1.48e+08,8.7e-02,C+,62945.045,106796.679,,
2280.61855,4.49e+06,4.38e-03,B+,384.7872,44232.5398,,
2280.804,7.e+05,7.e-04,D,21711.8963,65556.271,,
2281.1762,1.3e+07,1.0e-02,D+,61156.827,104993.879,,
2281.3099,5.3e+06,6.2e-03,D+,62962.215,106796.679,,
2281.35432,9.9e+07,9.3e-02,C+,65556.271,109389.879,,
2281.9499,1.8e+06,1.4e-03,D,62945.045,106767.226,,
2282.1792,8.e+06,6.2e-03,D+,60989.444,104807.215,,
2282.4966,1.1e+07,8.e-03,D+,61587.205,105398.876,,
2282.8600,7.4e+06,1.1e-02,D+,61035.285,104839.990,,
2283.3652,7.1e+06,8.e-03,D+,61332.753,105127.773,,
2283.47139,1.86e+08,9.7e-02,C+,63272.981,107065.951,,
2283.8230,6.4e+06,4.2e-03,D+,60625.446,104411.671,,
2284.231,5.2e+06,3.3e-03,D+,61512.630,105291.014,,
2284.29708,5.0e+07,4.9e-02,D+,62945.045,106722.187,,
2284.40412,1.25e+08,1.22e-01,C+,62322.445,106097.530,,
2284.70089,1.1e+07,1.1e-02,D+,20516.9534,64286.354,,
2284.9320,2.0e+06,1.5e-03,D,18360.6399,62125.604,,
2285.1265,8.e+06,6.3e-03,D+,61527.610,105288.874,,
2285.5820,3.6e+07,2.4e-02,D+,62293.177,106045.712,,
2286.5120,9.e+06,8.e-03,D+,60887.606,104622.308,,
2287.1852,1.9e+07,1.5e-02,D+,61035.285,104757.143,,
2287.75577,1.7e+08,6.6e-02,D+,63465.134,107176.093,,
2287.8087,2.8e+06,2.2e-03,D,62065.528,105775.517,,
2288.0364,3.4e+06,3.5e-03,D+,60402.333,104107.939,,
2288.2679,6.8e+07,5.3e-02,D+,61035.285,104736.462,,
2288.4098,8.e+05,6.e-04,D,61512.630,105211.079,,
2288.5266,4.4e+07,4.3e-02,D+,62322.445,106018.682,,
2288.725,3.1e+06,1.9e-03,D+,62083.118,105775.517,,
2288.8571,6.9e+06,6.3e-03,D+,60625.446,104315.373,,
2288.944,6.6e+06,3.9e-03,D+,66377.315,110065.766,,
2288.944,1.2e+06,1.0e-03,D,50142.811,93830.961,,
2289.06251,8.2e+07,7.5e-02,C+,65363.607,109049.611,,
2289.36838,1.56e+08,1.47e-01,B+,62083.118,105763.286,,
2289.6738,1.9e+07,1.2e-02,D+,60807.239,104481.606,,
2289.8740,3.1e+06,2.9e-03,D+,66012.775,109683.303,,
2291.3464,6.5e+06,5.1e-03,D+,61512.630,105155.093,,
2292.629,4.6e+06,3.7e-03,D+,50212.836,93830.961,,
2292.70532,1.7e+08,1.3e-01,D+,63559.498,107176.093,,
2292.9240,1.0e+07,5.9e-03,D+,60956.781,104569.226,,
2292.9863,3.1e+06,2.5e-03,D,67000.530,110611.830,,
2293.1277,8.4e+05,5.5e-04,C+,20340.2461,63948.803,,
2293.3049,2.2e+06,2.0e-03,D+,62158.126,105763.286,,
2293.3465,8.e+05,6.e-04,D,60807.239,104411.671,,
2293.53479,1.0e+08,7.5e-02,D+,63465.134,107065.951,,
2293.9045,3.3e+06,2.6e-03,D,63272.981,106866.770,,
2294.4749,1.0e+07,8.e-03,D+,22939.3512,66522.310,,
2294.5683,2.4e+06,2.3e-03,D+,30388.5451,73969.761,,
2294.9626,1.7e+07,1.0e-02,D+,60807.239,104380.941,,
2295.2686,8.e+06,5.5e-03,D+,61587.205,105155.093,,
2295.3170,1.4e+07,1.1e-02,D+,22810.3459,66377.315,,
2296.8041,8.e+07,4.5e-02,D+,44446.9051,87985.667,,
2296.8637,1.4e+07,2.2e-02,D+,61035.285,104572.924,,
2297.3680,4.6e+06,2.9e-03,D+,21581.6151,65109.691,,
2297.4734,2.9e+06,2.3e-03,D,21307.999,64834.069,,
2297.587,1.82e+06,1.92e-03,C+,20516.9534,64040.891,,
2297.59858,5.2e+07,4.1e-02,D+,63272.981,106796.679,,
2298.5102,1.1e+07,1.7e-02,D+,63559.498,107065.951,,
2298.9298,3.4e+07,1.3e-02,D+,21307.999,64806.494,,
2299.0932,1.8e+06,2.1e-03,D,61332.753,104828.163,,
2299.15465,2.9e+07,3.1e-02,D+,63272.981,106767.226,,
2299.3246,2.0e+06,2.4e-03,D,23031.2829,66522.310,,
2299.6428,2.0e+06,1.9e-03,D,61726.069,105211.079,,
2299.8419,1.2e+07,8.e-03,D+,61512.630,104993.879,,
2300.022,1.8e+06,1.4e-03,D+,60837.560,104315.373,,
2300.1291,1.0e+07,8.e-03,D+,61093.406,104569.226,,
2300.4317,2.1e+07,1.4e-02,D+,62293.177,105763.286,,
2300.4588,2.0e+07,1.9e-02,D+,65580.065,109049.611,,
2300.6426,5.6e+06,5.6e-03,D+,42658.2444,86124.348,,
2300.683,1.4e+07,1.1e-02,D+,61041.734,104507.058,,
2301.0216,1.8e+07,1.7e-02,D+,62065.528,105524.482,,
2301.2322,2.5e+06,2.0e-03,D,59663.440,103118.421,,
2301.3333,2.1e+07,1.7e-02,D+,62322.445,105775.517,,
2302.0328,1.2e+07,1.3e-02,D+,61041.734,104481.606,,
2302.2759,2.1e+07,1.4e-02,D+,62662.252,106097.530,,
2302.6072,1.6e+07,1.6e-02,D+,61726.069,105155.093,,
2302.6734,1.3e+06,1.2e-03,D,60887.606,104315.373,,
2302.8639,5.2e+06,4.1e-03,D+,60956.781,104380.941,,
2303.4219,2.9e+06,2.3e-03,D,61093.406,104507.058,,
2303.4979,1.5e+07,1.6e-02,D+,60402.333,103814.552,,
2303.8129,2.0e+07,2.3e-02,D+,61332.753,104739.057,,
2304.0611,1.2e+07,1.5e-02,D+,63465.134,106866.770,,
2304.5524,3.0e+07,3.6e-02,D+,49506.922,92899.306,,
2304.7741,2.6e+07,2.8e-02,D+,61093.406,104481.606,,
2304.8776,4.8e+06,5.8e-03,D+,62244.515,105630.764,,
2304.933,8.e+06,6.6e-03,D+,60807.239,104192.487,,
2304.9937,9.e+05,7.e-04,D,62065.528,105449.557,,
2305.4442,1.1e+07,9.e-03,D+,22637.1950,66012.775,,
2305.6141,6.8e+07,3.6e-02,D+,44784.7859,88157.176,,
2305.9049,2.2e+07,1.3e-02,D+,64040.891,107407.818,,
2305.943,4.6e+06,3.7e-03,D+,62158.126,105524.482,,
2306.6775,9.e+07,7.2e-02,D+,49100.956,92453.365,,
2306.7928,7.4e+06,4.4e-03,D+,61156.827,104507.058,,
2307.0776,2.2e+07,2.3e-02,D+,50142.811,93487.653,,
2307.1598,4.9e+07,2.6e-02,D+,64087.408,107430.742,,
2307.37882,1.90e+08,2.3e-01,C+,59663.440,103002.660,,
2307.37882,3.7e+06,4.0e-03,D+,61041.734,104380.941,,
2307.4424,1.1e+07,1.3e-02,D+,67273.833,110611.830,,
2307.706,2.8e+06,2.2e-03,D,61093.406,104426.460,,
2307.78728,2.2e+07,2.6e-02,D+,63465.134,106796.679,,
2307.9032,5.0e+06,3.3e-03,D+,61587.205,104916.552,,
2308.0228,2.04e+08,1.63e-01,B+,50157.475,93484.602,,
2308.4303,3.5e+07,4.2e-02,D+,50075.921,93395.407,,
2308.6285,1.3e+07,1.3e-02,D+,62083.118,105398.876,,
2308.7283,2.3e+07,1.4e-02,D+,62065.528,105379.425,,
2309.0054,2.22e+08,1.18e-01,C+,62151.554,105460.233,,
2309.4321,3.0e+06,1.9e-03,D+,60807.239,104107.939,,
2309.4766,1.69e+08,1.35e-01,C+,50187.822,93487.653,,
2309.5752,6.1e+06,6.5e-03,D+,62151.554,105449.557,,
2309.641,2.5e+07,2.5e-02,D+,50187.822,93484.602,,
2309.7578,9.e+06,7.3e-03,D+,61512.630,104807.215,,
2310.1330,9.e+06,1.0e-02,D+,61093.406,104380.941,,
2310.1541,3.0e+07,4.8e-02,D+,63559.498,106846.649,,
2310.1798,6.3e+07,5.1e-02,C+,60887.606,104174.285,,
2310.2634,1.1e+07,1.0e-02,D+,65363.607,108648.712,,
2310.4209,6.2e+06,5.7e-03,D+,60837.560,104119.740,,
2310.8762,1.24e+08,9.9e-02,C+,62244.515,105518.142,,
2310.9702,8.e+07,6.4e-02,D+,64834.069,108105.938,,
2311.0895,7.5e+06,4.5e-03,D+,61156.827,104426.460,,
2311.1852,9.e+06,7.0e-03,D+,61726.069,104993.879,,
2311.4639,3.7e+06,2.9e-03,D,62151.554,105414.186,,
2311.9352,1.3e+07,1.6e-02,D+,62125.604,105379.425,,
2311.9352,1.2e+07,7.4e-03,D+,26352.7671,69606.567,,
2311.9999,1.51e+08,1.21e-01,C+,50075.921,93328.553,,
2311.9999,1.56e+08,1.25e-01,C+,50142.811,93395.407,,
2312.6336,8.e+06,8.e-03,D+,62158.126,105398.876,,
2312.6634,7.4e+06,5.9e-03,D+,61332.753,104572.924,,
2312.7359,1.5e+07,2.4e-02,D+,18886.773,62125.604,,
2312.9032,2.8e+07,2.8e-02,D+,60956.781,104192.487,,
2312.9365,9.3e+05,6.0e-04,C+,20805.7632,64040.891,,
2313.0260,2.4e+08,1.0e-01,D+,62244.515,105477.924,,
2313.1100,1.8e+07,1.1e-02,D+,44753.8179,87985.667,,
2313.3224,1.18e+08,9.5e-02,C+,62151.554,105379.425,,
2313.3639,5.2e+07,4.2e-02,C+,60837.560,104064.664,,
2313.4485,7.2e+06,5.8e-03,D+,62065.528,105291.014,,
2313.9727,4.1e+07,3.3e-02,D+,62244.515,105460.233,,
2314.0121,9.e+06,9.e-03,D+,30388.5451,73603.537,,
2314.0751,2.9e+07,2.4e-02,D+,49100.956,92314.764,,
2314.6517,1.05e+08,8.4e-02,C+,60989.444,104192.487,,
2314.6860,3.1e+06,3.1e-03,D+,22810.3459,66012.775,,
2314.7677,2.2e+07,1.8e-02,D+,44784.7859,87985.667,,
2315.2541,1.7e+07,1.4e-02,D+,62125.604,105317.400,,
2315.3249,2.3e+07,2.3e-02,D+,61726.069,104916.552,,
2315.587,2.1e+07,1.1e-02,D+,50142.811,93328.553,,
2316.1925,1.1e+07,1.3e-02,D+,61332.753,104507.058,,
2316.24702,6.6e+07,4.0e-02,D+,62065.528,105238.815,,
2316.44103,2.4e+08,2.9e-01,C+,62244.515,105414.186,,
2316.4921,4.6e+07,2.8e-02,D+,62065.528,105234.246,,
2316.5366,5.1e+07,4.1e-02,D+,61041.734,104209.618,,
2316.6457,2.9e+07,1.5e-02,D+,62151.554,105317.400,,
2316.7746,9.e+06,5.6e-03,D+,60956.781,104120.244,,
2316.8020,7.6e+06,6.1e-03,D+,62125.604,105288.559,,
2317.2241,7.7e+07,6.2e-02,C+,62065.528,105220.610,,
2317.4371,3.9e+06,3.1e-03,D+,60956.781,104107.939,,
2317.62337,1.1e+08,5.7e-02,D+,61041.734,104189.382,,
2317.7153,2.4e+07,1.6e-02,D+,60625.446,103771.342,,
2317.7359,1.8e+07,1.8e-02,D+,62065.528,105211.079,,
2317.7725,6.5e+07,2.6e-02,D+,45044.1916,88189.066,,
2317.9021,3.6e+06,3.6e-03,D+,61726.069,104868.522,,
2318.06334,2.34e+08,2.51e-01,B+,62151.554,105291.014,,
2318.09250,3.1e+06,2.5e-03,D,22939.3512,66078.272,,
2318.09250,9.e+06,1.1e-02,D+,59663.440,102802.353,,
2318.3078,5.1e+07,6.1e-02,D+,62244.515,105379.425,,
2318.6773,2.2e+06,2.4e-03,D,42334.8444,85462.907,,
2318.8628,6.4e+07,1.0e-01,D+,49100.956,92225.549,,
2319.0307,7.0e+07,4.2e-02,D+,64286.354,107407.818,,
2319.0554,5.6e+06,4.5e-03,D+,22810.3459,65931.358,,
2319.139,1.9e+06,1.5e-03,D,36126.412,79245.926,,
2319.2491,8.e+06,9.e-03,D+,21307.999,64425.405,,
2319.268,2.8e+06,2.3e-03,D,36126.412,79243.462,,
2319.3138,1.9e+07,1.5e-02,D+,61093.406,104209.618,,
2319.355,2.6e+06,4.1e-03,D,49100.956,92216.391,,
2319.412,1.7e+07,1.1e-02,D+,60807.239,103921.637,,
2319.7201,1.9e+06,1.2e-03,D,65696.053,108804.711,,
2319.7201,4.4e+07,5.3e-02,D+,62125.604,105234.246,,
2319.9325,3.2e+06,2.6e-03,D,62125.604,105230.291,,
2320.1687,4.1e+07,3.9e-02,C+,65363.607,108463.918,,
2320.4022,9.e+07,4.8e-02,D+,61093.406,104189.382,,
2320.478,1.7e+06,1.4e-03,D+,61527.610,104622.308,,
2320.5245,4.1e+07,5.0e-02,D+,61332.753,104426.460,,
2320.629,5.8e+06,3.5e-03,D+,62322.445,105414.186,,
2320.74730,1.42e+08,1.44e-01,C+,62065.528,105155.093,,
2320.8721,6.8e+07,5.5e-02,D+,62151.554,105238.815,,
2321.11746,2.7e+07,2.2e-02,D+,62151.554,105234.246,,
2321.4083,1.3e+07,6.9e-03,D+,45079.9019,88157.176,,
2321.6459,2.1e+07,1.7e-02,D+,62244.515,105317.400,,
2321.853,1.2e+06,1.3e-03,D,62151.554,105220.610,,
2321.8760,2.8e+06,2.6e-03,D+,65580.065,108648.712,,
2321.95583,6.8e+07,4.2e-02,D+,60956.781,104023.921,,
2322.0043,2.2e+07,2.3e-02,D+,61041.734,104107.939,,
2322.2071,3.7e+07,2.4e-02,D+,62158.126,105220.610,,
2322.4026,1.0e+07,8.e-03,D+,22637.1950,65696.053,,
2322.46883,1.55e+08,1.04e-01,C+,60625.446,103683.078,,
2322.9822,2.7e+07,1.8e-02,D+,63876.325,106924.441,,
2323.0430,6.8e+06,8.e-03,D+,23031.2829,66078.272,,
2323.2018,1.1e+07,9.e-03,D+,62244.515,105288.559,,
2323.3759,1.9e+07,1.8e-02,D+,60837.560,103878.370,,
2323.4257,7.2e+06,4.7e-03,D+,62083.118,105123.005,,
2323.65435,3.22e+08,3.26e-01,B+,61156.827,104192.487,,
