nu,a,elower,gp,gpp,statep,statepp,nu-err,nu-ref
19.344472,0.0006576,241.075,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=6;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=6;rovibSym=A-,5,569
19.345551,0.0006601,237.774,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=6;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=6;rovibSym=E2,5,569
19.34641,0.0007251,201.021,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=5;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=5;rovibSym=E1,5,569
19.347818,0.0007254,192.639,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=5;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=5;rovibSym=E2,5,569
19.348661,0.0007291,202.294,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=5;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=5;rovibSym=A+,5,569
19.348661,0.0007291,202.294,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=5;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=5;rovibSym=A-,5,569
19.348669,0.0007806,167.55,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=4;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=4;rovibSym=E2,5,569
19.350906,0.0007856,173.184,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=4;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=4;rovibSym=E1,5,569
19.352146,0.00083,150.055,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=3;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=3;rovibSym=E2,5,569
19.352587,0.000824,141.079,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=3;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=3;rovibSym=A+,5,569
19.353218,0.0007826,162.303,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=4;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=4;rovibSym=A-,5,569
19.35324,0.0007826,162.303,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=4;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=4;rovibSym=A+,5,569
19.353815,0.0008243,141.08,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=3;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=3;rovibSym=A-,5,569
19.359013,0.0008933,121.119,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=1;rovibSym=E1,5,569
19.361472,0.0008278,139.647,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=3;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=3;rovibSym=E1,5,569
19.363461,0.0008635,132.71,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=2;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=2;rovibSym=A+,5,569
19.368184,6.75e-13,407.263,216,200,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=13;K=9;rovibSym=E2,ElecStateLabel=X;v12=1;J=12;K=4;rovibSym=E2,5,569
19.376829,0.0008515,121.997,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=2;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=2;rovibSym=E1,5,569
19.383133,0.000862,124.544,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=2;rovibSym=E2,5,569
19.389834,0.0005593,401.91,264,248,ElecStateLabel=X;v12=1;J=16;K=1;rovibSym=E1,ElecStateLabel=X;v12=1;J=15;K=0;rovibSym=E1,5,569
19.425582,0.0002951,706.262,376,392,ElecStateLabel=X;v12=1;J=23;K=4;rovibSym=E2,ElecStateLabel=X;v12=1;J=24;K=3;rovibSym=E2,5,569
19.431773,0.0002021,325.815,136,152,ElecStateLabel=X;v12=1;J=8;K=1;rovibSym=E2,ElecStateLabel=X;v12=1;J=9;K=2;rovibSym=E2,5,569
19.431915,0.0001598,221.643,184,200,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=6;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=5;rovibSym=A-,5,569
19.431915,0.0001598,221.643,184,200,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=6;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=5;rovibSym=A+,5,569
19.454098,3.996e-05,371.99,344,328,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=21;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=20;K=3;rovibSym=E1,5,569
19.479283,5.435e-05,322.143,328,312,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=20;K=1;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=19;K=2;rovibSym=E1,5,569
19.485029,0.0005266,208.226,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=0;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=1;rovibSym=E1,5,569
19.49515,0.001249,24.199,104,88,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=1;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=5;K=0;rovibSym=A+,5,569
19.496448,0.0002394,667.909,360,376,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=22;K=9;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=23;K=8;rovibSym=E2,5,569
19.507577,0.000898,117.466,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=1;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=1;rovibSym=A-,5,569
19.525499,0.001172,258.03,88,104,ElecStateLabel=X;v12=1;J=5;K=2;rovibSym=E2,ElecStateLabel=X;v12=1;J=6;K=3;rovibSym=E2,5,569
19.540485,6.46e-06,87.239,168,152,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=10;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=9;K=1;rovibSym=E1,5,569
19.549785,1.102e-06,533.444,296,280,ElecStateLabel=X;v12=1;J=18;K=2;rovibSym=E1,ElecStateLabel=X;v12=1;J=17;K=1;rovibSym=E2,5,569
19.56239,0.0008377,414.08,360,360,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=22;K=2;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=22;K=1;rovibSym=A+,5,569
19.600946,0.000407,468.843,376,360,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=23;K=3;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=22;K=4;rovibSym=E2,5,569
19.629536,1.493e-09,417.747,216,200,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=13;K=9;rovibSym=A+,ElecStateLabel=X;v12=1;J=12;K=5;rovibSym=A+,5,569
19.629536,1.493e-09,417.747,216,200,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=13;K=9;rovibSym=A-,ElecStateLabel=X;v12=1;J=12;K=5;rovibSym=A-,5,569
19.641626,0.001347,781.16,232,216,ElecStateLabel=X;v12=1;J=14;K=11;rovibSym=E1,ElecStateLabel=X;v12=1;J=13;K=10;rovibSym=E1,5,569
19.646156,0.0003038,550.542,424,408,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=26;K=1;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=25;K=2;rovibSym=A+,5,569
19.652913,0.0004687,845.272,408,392,ElecStateLabel=X;v12=1;J=25;K=6;rovibSym=E2,ElecStateLabel=X;v12=1;J=24;K=7;rovibSym=E2,5,569
19.656088,8.66e-08,20.009,88,72,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=5;K=2;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=4;K=1;rovibSym=E2,5,569
19.670583,9.735e-05,797.835,392,408,ElecStateLabel=X;v12=1;J=24;K=4;rovibSym=A-,ElecStateLabel=X;v12=1;J=25;K=3;rovibSym=A-,5,569
19.67403,9.731e-05,797.832,392,408,ElecStateLabel=X;v12=1;J=24;K=4;rovibSym=A+,ElecStateLabel=X;v12=1;J=25;K=3;rovibSym=A+,5,569
19.689544,0.00095,60.096,120,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=3;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=2;rovibSym=A+,5,569
19.694968,0.00095,60.09,120,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=3;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=2;rovibSym=A-,5,569
19.703402,3.963e-07,500.139,184,168,ElecStateLabel=X;v12=1;J=11;K=8;rovibSym=E1,ElecStateLabel=X;v12=1;J=10;K=6;rovibSym=E1,5,569
19.706665,0.0006223,61.93,152,136,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=9;K=0;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=8;K=1;rovibSym=E2,5,569
19.712307,0.0006802,669.962,392,376,ElecStateLabel=X;v12=1;J=24;K=2;rovibSym=A-,ElecStateLabel=X;v12=1;J=23;K=1;rovibSym=A-,5,569
19.819059,1.878e-07,294.293,312,296,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=19;K=0;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=18;K=2;rovibSym=E2,5,569
19.840529,0.001096,358.729,168,184,ElecStateLabel=X;v12=1;J=10;K=3;rovibSym=E1,ElecStateLabel=X;v12=1;J=11;K=4;rovibSym=E1,5,569
19.862602,2.868e-06,478.482,392,376,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=24;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=23;K=3;rovibSym=E1,5,569
19.864697,0.0008601,450.735,376,376,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=23;K=2;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=23;K=1;rovibSym=A+,5,569
19.893642,0.0001383,600.708,216,200,ElecStateLabel=X;v12=1;J=13;K=8;rovibSym=A+,ElecStateLabel=X;v12=1;J=12;K=9;rovibSym=A+,5,569
19.893642,0.0001383,600.708,216,200,ElecStateLabel=X;v12=1;J=13;K=8;rovibSym=A-,ElecStateLabel=X;v12=1;J=12;K=9;rovibSym=A-,5,569
19.911048,6.577e-07,235.019,280,264,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=17;K=0;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=2;rovibSym=E1,5,569
19.979706,0.0001351,350.137,216,232,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=13;K=8;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=14;K=7;rovibSym=E2,5,569
19.992868,2.116e-07,595.527,360,344,ElecStateLabel=X;v12=1;J=22;K=0;rovibSym=E1,ElecStateLabel=X;v12=1;J=21;K=3;rovibSym=E2,5,569
20.00068,3.584e-12,22.841,56,40,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=3;K=3;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=2;K=2;rovibSym=E2,5,569
20.020594,0.0002567,807.325,392,408,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=24;K=10;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=25;K=9;rovibSym=E1,5,569
20.029268,9.04e-07,81.637,136,152,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=8;K=3;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=9;K=0;rovibSym=E1,5,569
20.042053,8.358e-07,164.93,232,216,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=14;K=2;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=13;K=2;rovibSym=E2,5,569
20.05466,5.62e-10,39.665,72,88,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=4;K=3;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=5;K=2;rovibSym=E1,5,569
20.069716,1.748e-09,656.054,232,216,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=14;K=12;rovibSym=E1,ElecStateLabel=X;v12=1;J=13;K=9;rovibSym=E1,5,569
20.075528,0.0004073,141.374,216,200,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=13;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=2;rovibSym=E1,5,569
20.088337,0.0005947,67.15,152,136,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=9;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=8;K=0;rovibSym=E1,5,569
20.155232,7.335e-11,213.74,56,40,ElecStateLabel=X;v12=1;J=3;K=3;rovibSym=E2,ElecStateLabel=X;v12=1;J=2;K=0;rovibSym=E1,5,569
20.158903,6.265e-10,595.527,328,344,ElecStateLabel=X;v12=1;J=20;K=2;rovibSym=E1,ElecStateLabel=X;v12=1;J=21;K=3;rovibSym=E2,5,569
20.177398,0.000884,488.972,392,392,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=24;K=2;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=24;K=1;rovibSym=A+,5,569
20.183917,0.0001667,471.247,248,264,ElecStateLabel=X;v12=1;J=15;K=5;rovibSym=E1,ElecStateLabel=X;v12=1;J=16;K=4;rovibSym=E1,5,569
20.200208,1.034e-07,42.988,120,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=0;rovibSym=E1,5,569
20.220572,0.0002182,294.034,88,72,ElecStateLabel=X;v12=1;J=5;K=3;rovibSym=E1,ElecStateLabel=X;v12=1;J=4;K=2;rovibSym=E1,5,569
20.224613,2.103e-09,508.056,296,312,ElecStateLabel=X;v12=1;J=18;K=2;rovibSym=E2,ElecStateLabel=X;v12=1;J=19;K=1;rovibSym=E1,5,569
20.232001,0.001589,580.476,200,184,ElecStateLabel=X;v12=1;J=12;K=9;rovibSym=A+,ElecStateLabel=X;v12=1;J=11;K=8;rovibSym=A+,5,569
20.232001,0.001589,580.476,200,184,ElecStateLabel=X;v12=1;J=12;K=9;rovibSym=A-,ElecStateLabel=X;v12=1;J=11;K=8;rovibSym=A-,5,569
20.254451,7.087e-05,350.212,120,136,ElecStateLabel=X;v12=1;J=7;K=6;rovibSym=A+,ElecStateLabel=X;v12=1;J=8;K=5;rovibSym=A+,5,569
20.254451,7.087e-05,350.212,120,136,ElecStateLabel=X;v12=1;J=7;K=6;rovibSym=A-,ElecStateLabel=X;v12=1;J=8;K=5;rovibSym=A-,5,569
20.254539,0.0006415,121.119,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=2;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=1;rovibSym=E1,5,569
20.267896,0.0001437,427.088,376,360,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=23;K=1;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=22;K=2;rovibSym=E2,5,569
20.307758,2.397e-07,104.236,184,168,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=10;K=2;rovibSym=E1,5,569
20.334278,0.0002723,399.904,280,296,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=17;K=7;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=18;K=6;rovibSym=E1,5,569
20.36134,9.126e-09,401.91,232,248,ElecStateLabel=X;v12=1;J=14;K=2;rovibSym=E2,ElecStateLabel=X;v12=1;J=15;K=0;rovibSym=E1,5,569
20.371018,0.0007127,864.925,408,408,ElecStateLabel=X;v12=1;J=25;K=7;rovibSym=E2,ElecStateLabel=X;v12=1;J=25;K=6;rovibSym=E2,5,569
20.398234,3.412e-10,319.322,312,296,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=19;K=3;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=18;K=3;rovibSym=E2,5,569
20.400107,0.0004551,281.371,296,280,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=18;K=2;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=17;K=3;rovibSym=A-,5,569
20.411262,0.0004241,579.804,424,408,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=26;K=3;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=25;K=4;rovibSym=A+,5,569
20.422115,2.395e-07,560.054,232,216,ElecStateLabel=X;v12=1;J=14;K=6;rovibSym=E1,ElecStateLabel=X;v12=1;J=13;K=8;rovibSym=E1,5,569
20.43752,7.894e-05,688.752,312,296,ElecStateLabel=X;v12=1;J=19;K=7;rovibSym=E1,ElecStateLabel=X;v12=1;J=18;K=8;rovibSym=E1,5,569
20.438646,0.0007442,824.834,392,392,ElecStateLabel=X;v12=1;J=24;K=7;rovibSym=E2,ElecStateLabel=X;v12=1;J=24;K=6;rovibSym=E2,5,569
20.44071,2.06e-08,28.073,104,88,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=5;K=1;rovibSym=E2,5,569
20.476164,0.0002603,406.99,280,296,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=17;K=7;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=18;K=6;rovibSym=E2,5,569
20.478407,1.171e-08,129.577,184,200,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=3;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=1;rovibSym=E2,5,569
20.493793,0.0007986,669.093,392,376,ElecStateLabel=X;v12=1;J=24;K=2;rovibSym=A+,ElecStateLabel=X;v12=1;J=23;K=1;rovibSym=A+,5,569
20.499067,0.0007744,786.337,376,376,ElecStateLabel=X;v12=1;J=23;K=7;rovibSym=E2,ElecStateLabel=X;v12=1;J=23;K=6;rovibSym=E2,5,569
20.500046,0.0009087,528.79,408,408,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=25;K=2;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=25;K=1;rovibSym=A+,5,569
20.520894,8.92e-07,321.101,328,312,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=20;K=1;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=19;K=1;rovibSym=E1,5,569
20.536319,7.718e-06,526.231,152,168,ElecStateLabel=X;v12=1;J=9;K=8;rovibSym=A+,ElecStateLabel=X;v12=1;J=10;K=7;rovibSym=A+,5,569
20.536319,7.718e-06,526.231,152,168,ElecStateLabel=X;v12=1;J=9;K=8;rovibSym=A-,ElecStateLabel=X;v12=1;J=10;K=7;rovibSym=A-,5,569
20.55267,0.0008027,749.435,360,360,ElecStateLabel=X;v12=1;J=22;K=7;rovibSym=E2,ElecStateLabel=X;v12=1;J=22;K=6;rovibSym=E2,5,569
20.558297,6.507e-05,595.127,328,312,ElecStateLabel=X;v12=1;J=20;K=2;rovibSym=E1,ElecStateLabel=X;v12=1;J=19;K=3;rovibSym=E1,5,569
20.566104,0.0003082,656.9,376,392,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=23;K=8;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=24;K=7;rovibSym=E1,5,569
20.571623,0.000206,539.064,296,312,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=18;K=9;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=19;K=8;rovibSym=E1,5,569
20.580237,0.001114,13.556,72,56,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=4;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=3;K=1;rovibSym=E2,5,569
20.599865,0.0008288,714.13,344,344,ElecStateLabel=X;v12=1;J=21;K=7;rovibSym=E2,ElecStateLabel=X;v12=1;J=21;K=6;rovibSym=E2,5,569
20.601239,7.215e-12,341.896,152,168,ElecStateLabel=X;v12=1;J=9;K=3;rovibSym=E1,ElecStateLabel=X;v12=1;J=10;K=2;rovibSym=E2,5,569
20.620706,1.431e-05,448.967,136,120,ElecStateLabel=X;v12=1;J=8;K=6;rovibSym=E1,ElecStateLabel=X;v12=1;J=7;K=7;rovibSym=E1,5,569
20.638165,0.0002705,181.656,184,200,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=5;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=4;rovibSym=A+,5,569
20.638209,0.0002705,181.656,184,200,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=5;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=4;rovibSym=A-,5,569
20.63821,1.838e-08,311.735,120,104,ElecStateLabel=X;v12=1;J=7;K=1;rovibSym=E2,ElecStateLabel=X;v12=1;J=6;K=2;rovibSym=E1,5,569
20.641078,0.0008521,680.423,328,328,ElecStateLabel=X;v12=1;J=20;K=7;rovibSym=E2,ElecStateLabel=X;v12=1;J=20;K=6;rovibSym=E2,5,569
20.650104,0.0002194,91.244,120,136,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=4;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=8;K=3;rovibSym=E1,5,569
20.650284,6.628e-12,397.097,200,184,ElecStateLabel=X;v12=1;J=12;K=5;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=9;rovibSym=A+,5,569
20.650284,6.628e-12,397.097,200,184,ElecStateLabel=X;v12=1;J=12;K=5;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=9;rovibSym=A-,5,569
20.672279,2.448e-05,187.554,248,232,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=14;K=2;rovibSym=E2,5,569
20.676749,0.0008723,648.314,312,312,ElecStateLabel=X;v12=1;J=19;K=7;rovibSym=E2,ElecStateLabel=X;v12=1;J=19;K=6;rovibSym=E2,5,569
20.707323,0.0008886,617.805,296,296,ElecStateLabel=X;v12=1;J=18;K=7;rovibSym=E2,ElecStateLabel=X;v12=1;J=18;K=6;rovibSym=E2,5,569
20.707831,0.0004507,579.79,424,408,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=26;K=3;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=25;K=4;rovibSym=A-,5,569
20.733244,0.0009009,588.896,280,280,ElecStateLabel=X;v12=1;J=17;K=7;rovibSym=E2,ElecStateLabel=X;v12=1;J=17;K=6;rovibSym=E2,5,569
20.754958,0.0009078,561.589,264,264,ElecStateLabel=X;v12=1;J=16;K=7;rovibSym=E2,ElecStateLabel=X;v12=1;J=16;K=6;rovibSym=E2,5,569
20.766648,0.001504,254.58,296,280,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=18;K=0;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=17;K=1;rovibSym=A+,5,569
20.76966,0.001088,134.809,216,200,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=13;K=1;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=1;rovibSym=A+,5,569
20.772898,0.0009086,535.884,248,248,ElecStateLabel=X;v12=1;J=15;K=7;rovibSym=E2,ElecStateLabel=X;v12=1;J=15;K=6;rovibSym=E2,5,569
20.773498,0.001156,202.075,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=1;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=0;rovibSym=E1,5,569
20.783433,0.0005055,281.347,296,280,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=18;K=2;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=17;K=3;rovibSym=A+,5,569
20.78749,0.0009019,511.781,232,232,ElecStateLabel=X;v12=1;J=14;K=7;rovibSym=E2,ElecStateLabel=X;v12=1;J=14;K=6;rovibSym=E2,5,569
20.793132,0.0002814,508.426,312,328,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=19;K=8;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=20;K=7;rovibSym=A+,5,569
20.793132,0.0002814,508.426,312,328,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=19;K=8;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=20;K=7;rovibSym=A-,5,569
20.799141,0.0008857,489.283,216,216,ElecStateLabel=X;v12=1;J=13;K=7;rovibSym=E2,ElecStateLabel=X;v12=1;J=13;K=6;rovibSym=E2,5,569
20.805656,0.0005429,260.511,152,136,ElecStateLabel=X;v12=1;J=9;K=0;rovibSym=E1,ElecStateLabel=X;v12=1;J=8;K=1;rovibSym=E1,5,569
20.808242,0.0008578,468.388,200,200,ElecStateLabel=X;v12=1;J=12;K=7;rovibSym=E2,ElecStateLabel=X;v12=1;J=12;K=6;rovibSym=E2,5,569
20.815164,0.0008144,449.099,184,184,ElecStateLabel=X;v12=1;J=11;K=7;rovibSym=E2,ElecStateLabel=X;v12=1;J=11;K=6;rovibSym=E2,5,569
