obs_wl_vac(A)|Aki(s^-1)|Acc|Ei(cm-1)|Ek(cm-1)|conf_i|term_i|J_i|conf_k|term_k|J_k|Type|
1725.6895|3.3e+07|D+|44446.9051|102394.764|3d6.(5D).4p|z 4D*|7/2|3d6.(5D).6s|4D|7/2||
1725.837|2.9e+06|D|50187.822|108130.542|3d6.(3F1).4s|c 4F|7/2|3d5.(4F).4s.4p.(3P*)|6D*|5/2||
1725.984|1.5e+07|D+|21307.999|79245.926|3d7|a 2D2|3/2|3d5.(6S).4s.4p.(1P*)|x 6P*|3/2||
1726.057|2.2e+07|D+|21307.999|79243.462|3d7|a 2D2|3/2|3d6.(1D2).4p|w 2P*|3/2||
1726.39268|3.2e+07|D+|3117.4877|61041.734|3d7|a 4F|3/2|3d6.(3H).4p|z 4G*|5/2||
1726.755|1.0e+07|D|45206.4704|103118.421|3d6.(5D).4p|z 4D*|1/2|3d6.(5D).6s|4D|3/2||
1726.919|2.8e+06|D|15844.6485|73751.276|3d7|a 2G|9/2|3d6.(1I).4p|w 2H*|9/2||
1726.9436|6.e+06|D|46967.4751|104873.232|3d6.(5D).4p|z 4P*|5/2|3d6.(5D).5d|4D|7/2||
1727.9360|1.5e+07|D+|46967.4751|104839.990|3d6.(5D).4p|z 4P*|5/2|3d6.(3F2).4d|4P|3/2||
1728.8920|7.e+06|D|47389.809|105230.291|3d6.(5D).4p|z 4P*|3/2|3d6.(5D).5d|4D|3/2||
1730.950|1.4e+07|D+|46967.4751|104739.057|3d6.(5D).4p|z 4P*|5/2|3d6.(3F2).4d|4P|5/2||
1731.337|6.1e+06|D+|15844.6485|73603.537|3d7|a 2G|9/2|3d6.(1I).4p|w 2H*|11/2||
1731.878|2.8e+06|D|7955.3186|65696.053|3d6.(5D).4s|a 4D|7/2|3d6.(3G).4p|x 4G*|9/2||
1731.9623|1.2e+07|D+|47389.809|105127.773|3d6.(5D).4p|z 4P*|3/2|3d6.(5D).5d|4D|5/2||
1733.072|1.5e+06|D|26170.1810|83871.208|3d6.(3H).4s|b 2H|11/2|3d6.(1F).4p|v 2G*|9/2||
1733.202|1.5e+07|D|47389.809|105086.265|3d6.(5D).4p|z 4P*|3/2|3d6.(3F2).4d|4P|1/2||
1733.381|2.5e+07|D|18886.773|76577.436|3d7|a 2P|1/2|3d6.(1S2).4p|x 2P*|1/2||
1735.493|1.1e+07|D+|20516.9534|78137.404|3d7|a 2D2|5/2|3d6.(1D2).4p|v 2F*|7/2||
1735.809|7.e+06|D|44784.7859|102394.764|3d6.(5D).4p|z 4D*|5/2|3d6.(5D).6s|4D|7/2||
1737.2148|5.e+06|E|50157.475|107720.879|3d6.(3F1).4s|c 4F|9/2|3d5.(2F1).4s.4p.(3P*)|4G*|11/2||
1738.105|2.3e+07|D|21307.999|78841.872|3d7|a 2D2|3/2|3d6.(1D2).4p|w 2P*|1/2||
1739.5447|6.e+06|E|50187.822|107674.140|3d6.(3F1).4s|c 4F|7/2|3d5.(2F1).4s.4p.(3P*)|4G*|9/2||
1742.5542|6.e+06|D|50142.811|107529.849|3d6.(3F1).4s|c 4F|5/2|3d6.(5D).6p|6F*|7/2||
1742.718|1.7e+07|D+|16369.4098|73751.276|3d7|a 2G|7/2|3d6.(1I).4p|w 2H*|9/2||
1746.8173|1.21e+08|C+|15844.6485|73091.630|3d7|a 2G|9/2|3d6.(1G2).4p|w 2G*|9/2||
1746.944|2.0e+07|D+|18886.773|76129.465|3d7|a 2P|1/2|3d6.(1S2).4p|x 2P*|3/2||
1748.890|2.2e+07|D+|21307.999|78487.144|3d7|a 2D2|3/2|3d6.(1D2).4p|w 2D*|3/2||
1749.3567|3.4e+08|C+|52299.810|109463.670|3d5.(6S).4s.4p.(3P*)|z 8P*|5/2|3d5.4s.(7S).4d|8D|7/2||
1749.6032|8.1e+08|B+|52299.810|109455.629|3d5.(6S).4s.4p.(3P*)|z 8P*|5/2|3d5.4s.(7S).4d|8D|5/2||
1749.7787|1.28e+09|B+|52299.810|109449.894|3d5.(6S).4s.4p.(3P*)|z 8P*|5/2|3d5.4s.(7S).4d|8D|3/2||
1755.850|2.2e+06|D|26352.7671|83305.229|3d6.(3H).4s|b 2H|9/2|3d6.(1F).4p|v 2G*|7/2||
1756.175|2.2e+06|D|50075.921|107017.932|3d6.(3F1).4s|c 4F|3/2|3d5.(2D3).4s.4p.(3P*)|4D*|5/2||
1757.7409|7.9e+08|B+|52582.850|109474.060|3d5.(6S).4s.4p.(3P*)|z 8P*|7/2|3d5.4s.(7S).4d|8D|9/2||
1758.0619|7.7e+08|B+|52582.850|109463.670|3d5.(6S).4s.4p.(3P*)|z 8P*|7/2|3d5.4s.(7S).4d|8D|7/2||
1761.3719|1.42e+08|C+|16369.4098|73143.346|3d7|a 2G|7/2|3d6.(1G2).4p|w 2G*|7/2||
1762.977|1.7e+06|D|16369.4098|73091.630|3d7|a 2G|7/2|3d6.(1G2).4p|w 2G*|9/2||
1764.116|1.6e+07|D+|16369.4098|73054.913|3d7|a 2G|7/2|3d6.(1G2).4p|x 2F*|5/2||
1765.324|3.2e+06|D|16369.4098|73016.184|3d7|a 2G|7/2|3d6.(1G2).4p|x 2F*|7/2||
1769.2736|1.26e+09|B+|52966.173|109486.551|3d5.(6S).4s.4p.(3P*)|z 8P*|9/2|3d5.4s.(7S).4d|8D|11/2||
1769.6642|4.5e+08|B+|52966.173|109474.060|3d5.(6S).4s.4p.(3P*)|z 8P*|9/2|3d5.4s.(7S).4d|8D|9/2||
1769.992|1.1e+08|D+|52966.173|109463.670|3d5.(6S).4s.4p.(3P*)|z 8P*|9/2|3d5.4s.(7S).4d|8D|7/2||
1771.893|1.1e+07|E|54232.201|110668.928|3d5.4s2|b 4G|11/2|3d6.(3H).5p|2H*|11/2||
1771.957|7.e+06|D|21307.999|77742.736|3d7|a 2D2|3/2|3d6.(1D2).4p|v 2F*|5/2||
1772.5123|6.5e+07|D+|15844.6485|72261.742|3d7|a 2G|9/2|3d6.(1G2).4p|x 2H*|11/2||
1773.193|1.6e+07|E|54273.656|110668.928|3d5.4s2|b 4G|9/2|3d6.(3H).5p|2H*|11/2||
1773.457|2.8e+07|E|54273.656|110660.690|3d5.4s2|b 4G|9/2|3d5.(2F1).4s.4p.(3P*)|2G*|9/2||
1773.990|3.3e+07|E|54275.649|110645.805|3d5.4s2|b 4G|5/2|3d6.(3F2).5p|4D*|3/2||
1776.418|4.2e+07|E|54275.649|110568.558|3d5.4s2|b 4G|5/2|3d6.(3F2).5p|4F*|5/2||
1776.648|6.5e+06|D+|15844.6485|72130.375|3d7|a 2G|9/2|3d6.(1G2).4p|x 2H*|9/2||
1776.6625|3.1e+07|E|54283.236|110568.558|3d5.4s2|b 4G|7/2|3d6.(3F2).5p|4F*|5/2||
1777.895|9.e+06|D+|18360.6399|74606.864|3d7|a 2P|3/2|3d6.(3D).4p|x 2D*|5/2||
1779.5032|7.e+07|E|54273.656|110469.101|3d5.4s2|b 4G|9/2|3d6.(3F2).5p|4D*|7/2||
1779.806|4.1e+07|E|54283.236|110469.101|3d5.4s2|b 4G|7/2|3d6.(3F2).5p|4D*|7/2||
1781.2538|1.5e+08|E|54273.656|110413.870|3d5.4s2|b 4G|9/2|3d6.(3H).5p|2G*|7/2||
1781.338|2.0e+07|D+|18360.6399|74498.093|3d7|a 2P|3/2|3d6.(3D).4p|x 2D*|3/2||
1781.5398|3.6e+08|E|54275.649|110406.879|3d5.4s2|b 4G|5/2|3d6.(3F2).5p|4F*|3/2||
1782.01676|2.0e+08|D|54232.201|110348.401|3d5.4s2|b 4G|11/2|3d5.(2G2).4s.4p.(3P*)|4H*|13/2||
1785.2342|2.8e+07|E|54275.649|110290.739|3d5.4s2|b 4G|5/2|3d6.(3F1).5p|4D*|5/2||
1785.27761|1.09e+09|B+|23317.6351|79331.361|3d5.4s2|a 6S|5/2|3d5.(6S).4s.4p.(1P*)|x 6P*|7/2||
1785.4758|2.7e+08|E|54283.236|110290.739|3d5.4s2|b 4G|7/2|3d6.(3F1).5p|4D*|5/2||
1785.921|3.5e+05|E|7955.3186|63948.803|3d6.(5D).4s|a 4D|7/2|3d6.(3F2).4p|y 4G*|9/2||
1786.5652|1.3e+07|E|54273.656|110247.006|3d5.4s2|b 4G|9/2|3d6.(3H).5p|2I*|11/2||
1786.75811|1.10e+09|B+|23317.6351|79284.919|3d5.4s2|a 6S|5/2|3d5.(6S).4s.4p.(1P*)|x 6P*|5/2||
1787.8108|3.2e+08|E|54232.201|110166.534|3d5.4s2|b 4G|11/2|3d6.(3F2).5p|4F*|9/2||
1788.0039|6.6e+08|C+|23317.6351|79245.926|3d5.4s2|a 6S|5/2|3d5.(6S).4s.4p.(1P*)|x 6P*|3/2||
1788.0827|4.4e+08|C+|23317.6351|79243.462|3d5.4s2|a 6S|5/2|3d6.(1D2).4p|w 2P*|3/2||
1789.136|3.0e+07|E|54273.656|110166.534|3d5.4s2|b 4G|9/2|3d6.(3F2).5p|4F*|9/2||
1789.8309|9.e+07|E|54273.656|110144.841|3d5.4s2|b 4G|9/2|3d6.(3F2).5p|4F*|7/2||
1789.895|3.1e+06|D|54275.649|110144.841|3d5.4s2|b 4G|5/2|3d6.(3F2).5p|4F*|7/2||
1790.137|1.9e+07|E|54283.236|110144.841|3d5.4s2|b 4G|7/2|3d6.(3F2).5p|4F*|7/2||
1790.993|3.0e+06|D|46967.4751|102802.353|3d6.(5D).4p|z 4P*|5/2|3d6.(5D).6s|4D|5/2||
1793.3694|5.7e+07|D+|16369.4098|72130.375|3d7|a 2G|7/2|3d6.(1G2).4p|x 2H*|9/2||
1793.7719|6.e+06|E|54232.201|109980.635|3d5.4s2|b 4G|11/2|3d5.(2H).4s.4p.(3P*)|4H*|11/2||
1794.409|6.e+06|D|47389.809|103118.421|3d6.(5D).4p|z 4P*|3/2|3d6.(5D).6s|4D|3/2||
1795.10724|7.e+07|E|54273.656|109980.635|3d5.4s2|b 4G|9/2|3d5.(2H).4s.4p.(3P*)|4H*|11/2||
1795.5744|7.e+06|E|54283.236|109975.739|3d5.4s2|b 4G|7/2|3d6.(3H).5p|4G*|7/2||
1795.6090|1.4e+06|D|54232.201|109923.631|3d5.4s2|b 4G|11/2|3d6.(3H).5p|2I*|13/2||
1795.972|5.e+06|E|54232.201|109912.188|3d5.4s2|b 4G|11/2|3d6.(3H).5p|4I*|9/2||
1797.283|9.e+06|D|47626.110|103265.738|3d6.(5D).4p|z 4P*|1/2|3d6.(5D).6s|4D|1/2||
1797.3158|1.7e+06|D|54273.656|109912.188|3d5.4s2|b 4G|9/2|3d6.(3H).5p|4I*|9/2||
1797.626|8.e+06|E|54283.236|109912.188|3d5.4s2|b 4G|7/2|3d6.(3H).5p|4I*|9/2||
1798.1564|1.0e+08|D+|20516.9534|76129.465|3d7|a 2D2|5/2|3d6.(1S2).4p|x 2P*|3/2||
1798.188|1.5e+07|D+|18886.773|74498.093|3d7|a 2P|1/2|3d6.(3D).4p|x 2D*|3/2||
1799.6377|8.e+06|E|54283.236|109849.987|3d5.4s2|b 4G|7/2|3d5.(2H).4s.4p.(3P*)|4G*|9/2||
1799.7845|3.0e+07|E|54232.201|109794.406|3d5.4s2|b 4G|11/2|3d5.(2G2).4s.4p.(3P*)|4H*|11/2||
1800.8273|1.3e+06|D|54232.201|109762.239|3d5.4s2|b 4G|11/2|3d6.(3H).5p|4I*|11/2||
1801.1284|8.e+06|E|54273.656|109794.406|3d5.4s2|b 4G|9/2|3d5.(2G2).4s.4p.(3P*)|4H*|11/2||
1802.050|3.9e+06|D|47626.110|103118.421|3d6.(5D).4p|z 4P*|1/2|3d6.(5D).6s|4D|3/2||
1802.170|2.9e+07|E|54273.656|109762.239|3d5.4s2|b 4G|9/2|3d6.(3H).5p|4I*|11/2||
1803.540|6.8e+06|D+|31483.1979|86929.664|3d6.(3D).4s|b 4D|7/2|3d6.(3P1).4p|v 4D*|7/2||
1804.1653|8.e+06|D+|46967.4751|102394.764|3d6.(5D).4p|z 4P*|5/2|3d6.(5D).6s|4D|7/2||
1804.6459|6.e+06|D|47389.809|102802.353|3d6.(5D).4p|z 4P*|3/2|3d6.(5D).6s|4D|5/2||
1805.4617|2.6e+07|E|54232.201|109619.704|3d5.4s2|b 4G|11/2|3d6.(3H).5p|4I*|13/2||
1805.716|4.7e+06|D|31387.9788|86767.614|3d6.(3D).4s|b 4D|5/2|3d6.(3P1).4p|v 4D*|5/2||
1808.384|4.1e+06|D|54273.656|109571.639|3d5.4s2|b 4G|9/2|3d5.(2G2).4s.4p.(3P*)|4H*|7/2||
1808.4493|2.8e+07|E|54275.649|109571.639|3d5.4s2|b 4G|5/2|3d5.(2G2).4s.4p.(3P*)|4H*|7/2||
1809.3168|1.7e+08|D+|21307.999|76577.436|3d7|a 2D2|3/2|3d6.(1S2).4p|x 2P*|1/2||
1809.945|2.2e+06|D|50157.475|105407.78|3d6.(3F1).4s|c 4F|9/2|3d5.(2D3).4s.4p.(3P*)|4F*|9/2||
1815.4116|1.7e+07|D+|20516.9534|75600.900|3d7|a 2D2|5/2|3d6.(3D).4p|w 2F*|7/2||
1815.766|3.3e+06|D|8391.9554|63465.134|3d6.(5D).4s|a 4D|5/2|3d6.(3F2).4p|x 4D*|3/2||
1816.086|1.7e+06|D|46967.4751|102030.965|3d6.(5D).4p|z 4P*|5/2|3d6.(5D).6s|6D|7/2||
1818.5202|5.7e+06|C+|7955.3186|62945.045|3d6.(5D).4s|a 4D|7/2|3d6.(3F2).4p|x 4D*|7/2||
1819.643|4.1e+06|D|31811.814|86767.614|3d7|b 2F|5/2|3d6.(3P1).4p|v 4D*|5/2||
1820.480|3.5e+06|D|31999.049|86929.664|3d7|b 2F|7/2|3d6.(3P1).4p|v 4D*|7/2||
1820.9161|1.6e+06|D|54232.201|109149.611|3d5.4s2|b 4G|11/2|3d5.(2I).4s.4p.(3P*)|2I*|13/2||
1822.135|4.3e+06|D|8391.9554|63272.981|3d6.(5D).4s|a 4D|5/2|3d6.(3F2).4p|x 4D*|5/2||
1822.196|6.e+06|D|8680.4706|63559.498|3d6.(5D).4s|a 4D|3/2|3d6.(3F2).4p|x 4D*|1/2||
1823.8711|1.8e+07|D+|18360.6399|73189.114|3d7|a 2P|3/2|3d6.(3D).4p|y 2P*|3/2||
1823.929|2.4e+07|D+|18360.6399|73187.318|3d7|a 2P|3/2|3d6.(3D).4p|y 2P*|1/2||
1824.980|1.7e+06|D|20805.7632|75600.900|3d7|a 2H|9/2|3d6.(3D).4p|w 2F*|7/2||
1825.329|3.7e+06|D|8680.4706|63465.134|3d6.(5D).4s|a 4D|3/2|3d6.(3F2).4p|x 4D*|3/2||
1826.884|1.5e+06|D|44915.057|99653.257|3d6.(1F).4s|c 2F|7/2|3d6.(1G1).4p|2G*|9/2||
1827.2188|1.6e+07|E|54275.649|109003.621|3d5.4s2|b 4G|5/2|3d5.(2F1).4s.4p.(3P*)|4D*|3/2||
1828.345|2.3e+06|D|18360.6399|73054.913|3d7|a 2P|3/2|3d6.(1G2).4p|x 2F*|5/2||
1828.855|3.0e+06|D|15844.6485|70523.694|3d7|a 2G|9/2|3d6.(3G).4p|x 2G*|7/2||
1829.8472|8.e+06|D|54283.236|108932.616|3d5.4s2|b 4G|7/2|3d6.(3P2).5p|2D*|5/2||
1830.26393|5.2e+08|B+|52582.850|107219.778|3d5.(6S).4s.4p.(3P*)|z 8P*|7/2|3d5.(6S).4p2|8P|9/2||
1830.401|2.7e+06|D|54273.656|108906.631|3d5.4s2|b 4G|9/2|3d5.(4G).4s.4p.(1P*)|4H*|7/2||
1830.46314|5.0e+08|D|54275.649|108906.631|3d5.4s2|b 4G|5/2|3d5.(4G).4s.4p.(1P*)|4H*|7/2||
1830.7182|7.e+07|E|54283.236|108906.631|3d5.4s2|b 4G|7/2|3d5.(4G).4s.4p.(1P*)|4H*|7/2||
1830.885|3.4e+06|D|8846.7837|63465.134|3d6.(5D).4s|a 4D|1/2|3d6.(3F2).4p|x 4D*|3/2||
1831.2652|2.6e+07|D+|21307.999|75915.080|3d7|a 2D2|3/2|3d6.(3D).4p|w 2F*|5/2||
1831.6594|7.e+07|E|54273.656|108868.956|3d5.4s2|b 4G|9/2|3d6.(3H).5p|4H*|9/2||
1831.7545|3.1e+06|D|8680.4706|63272.981|3d6.(5D).4s|a 4D|3/2|3d6.(3F2).4p|x 4D*|5/2||
1831.98090|4.6e+08|D|54283.236|108868.956|3d5.4s2|b 4G|7/2|3d6.(3H).5p|4H*|9/2||
1832.2534|5.e+07|E|54232.201|108809.810|3d5.4s2|b 4G|11/2|3d5.(4G).4s.(5G).4p|4H*|11/2||
1833.075|5.e+05|D|8391.9554|62945.045|3d6.(5D).4s|a 4D|5/2|3d6.(3F2).4p|x 4D*|7/2||
1834.753|2.6e+07|E|54275.649|108778.889|3d5.4s2|b 4G|5/2|3d5.(2F1).4s.4p.(3P*)|4F*|3/2||
1834.96472|4.5e+08|E|54232.201|108729.162|3d5.4s2|b 4G|11/2|3d6.(3H).5p|4H*|13/2||
1835.4163|4.4e+07|D+|31999.049|86482.560|3d7|b 2F|7/2|3d6.(1F).4p|u 2F*|7/2||
1835.8740|2.2e+07|D+|15844.6485|70314.624|3d7|a 2G|9/2|3d6.(3G).4p|x 2G*|9/2||
1839.7531|2.9e+07|E|52299.810|106654.923|3d5.(6S).4s.4p.(3P*)|z 8P*|5/2|3d5.4s.(7S).4d|6D|5/2||
1839.80702|4.2e+08|E|54275.649|108629.175|3d5.4s2|b 4G|5/2|3d5.(4G).4s.4p.(1P*)|4G*|5/2||
1840.00031|3.0e+08|E|54283.236|108631.052|3d5.4s2|b 4G|7/2|3d5.(4G).4s.4p.(1P*)|4G*|7/2||
1840.3041|6.e+06|E|54232.201|108571.060|3d5.4s2|b 4G|11/2|3d6.(3H).5p|4G*|9/2||
1841.548|3.8e+06|D|18886.773|73189.114|3d7|a 2P|1/2|3d6.(3D).4p|y 2P*|3/2||
1841.6035|3.1e+07|D+|18886.773|73187.318|3d7|a 2P|1/2|3d6.(3D).4p|y 2P*|1/2||
1841.6898|5.e+06|D|8391.9554|62689.874|3d6.(5D).4s|a 4D|5/2|3d6.(3P2).4p|y 4D*|5/2||
1841.70876|2.8e+08|E|54273.656|108571.060|3d5.4s2|b 4G|9/2|3d6.(3H).5p|4G*|9/2||
1842.0342|4.2e+07|E|54283.236|108571.060|3d5.4s2|b 4G|7/2|3d6.(3H).5p|4G*|9/2||
1842.238|3.0e+06|D|8680.4706|62962.215|3d6.(5D).4s|a 4D|3/2|3d6.(3P2).4p|y 4D*|3/2||
1842.8483|8.e+06|E|54275.649|108539.473|3d5.4s2|b 4G|5/2|3d5.(2F1).4s.4p.(3P*)|4F*|5/2||
1843.1064|3.4e+07|E|54283.236|108539.473|3d5.4s2|b 4G|7/2|3d5.(2F1).4s.4p.(3P*)|4F*|5/2||
1843.2041|4.3e+07|D+|52582.850|106836.190|3d5.(6S).4s.4p.(3P*)|z 8P*|7/2|3d5.(6S).4p2|8P|7/2||
1843.26091|2.3e+08|E|54232.201|108483.877|3d5.4s2|b 4G|11/2|3d6.(3H).5p|4G*|11/2||
1843.4883|3.0e+07|E|54273.656|108518.643|3d5.4s2|b 4G|9/2|3d5.(2F1).4s.4p.(3P*)|4F*|7/2||
1843.5559|5.e+06|D|54275.649|108518.643|3d5.4s2|b 4G|5/2|3d5.(2F1).4s.4p.(3P*)|4F*|7/2||
1843.81389|3.6e+07|E|54283.236|108518.643|3d5.4s2|b 4G|7/2|3d5.(2F1).4s.4p.(3P*)|4F*|7/2||
1844.31035|8.e+06|E|52299.810|106520.612|3d5.(6S).4s.4p.(3P*)|z 8P*|5/2|3d5.4s.(7S).4d|6D|7/2||
1844.6708|2.3e+07|E|54273.656|108483.877|3d5.4s2|b 4G|9/2|3d6.(3H).5p|4G*|11/2||
1846.5758|2.2e+07|D+|16369.4098|70523.694|3d7|a 2G|7/2|3d6.(3G).4p|x 2G*|7/2||
1848.2405|4.7e+08|C+|52299.810|106405.326|3d5.(6S).4s.4p.(3P*)|z 8P*|5/2|3d5.(6S).4p2|8P|5/2||
1848.7740|4.9e+07|D+|20516.9534|74606.864|3d7|a 2D2|5/2|3d6.(3D).4p|x 2D*|5/2||
1849.38315|2.4e+07|E|52582.850|106654.923|3d5.(6S).4s.4p.(3P*)|z 8P*|7/2|3d5.4s.(7S).4d|6D|5/2||
1851.520|3.1e+06|D|8680.4706|62689.874|3d6.(5D).4s|a 4D|3/2|3d6.(3P2).4p|y 4D*|5/2||
1852.35277|6.e+07|E|54232.201|108217.596|3d5.4s2|b 4G|11/2|3d5.(2F1).4s.4p.(3P*)|4F*|9/2||
1852.424|1.0e+07|D+|44915.057|98898.591|3d6.(1F).4s|c 2F|7/2|3d6.(1G1).4p|2F*|7/2||
1853.0283|2.8e+07|E|54273.656|108239.375|3d5.4s2|b 4G|9/2|3d5.(2F1).4s.4p.(3P*)|4D*|7/2||
1853.0982|1.4e+06|D|54275.649|108239.375|3d5.4s2|b 4G|5/2|3d5.(2F1).4s.4p.(3P*)|4D*|7/2||
1853.3572|8.e+06|E|54283.236|108239.375|3d5.4s2|b 4G|7/2|3d5.(2F1).4s.4p.(3P*)|4D*|7/2||
1853.7762|1.6e+07|E|54273.656|108217.596|3d5.4s2|b 4G|9/2|3d5.(2F1).4s.4p.(3P*)|4F*|9/2||
1853.9875|4.e+07|E|52582.850|106520.612|3d5.(6S).4s.4p.(3P*)|z 8P*|7/2|3d5.4s.(7S).4d|6D|7/2||
1854.1049|2.5e+06|D|54283.236|108217.596|3d5.4s2|b 4G|7/2|3d5.(2F1).4s.4p.(3P*)|4F*|9/2||
1854.66186|8.e+06|E|52582.850|106501.029|3d5.(6S).4s.4p.(3P*)|z 8P*|7/2|3d5.4s.(7S).4d|6D|9/2||
1856.32022|6.3e+08|B+|52966.173|106836.190|3d5.(6S).4s.4p.(3P*)|z 8P*|9/2|3d5.(6S).4p2|8P|7/2||
1857.95986|8.3e+08|B+|52582.850|106405.326|3d5.(6S).4s.4p.(3P*)|z 8P*|7/2|3d5.(6S).4p2|8P|5/2||
1859.7471|1.1e+07|D+|7955.3186|61726.069|3d6.(5D).4s|a 4D|7/2|3d6.(3P2).4p|y 4D*|7/2||
1860.0527|7.0e+07|D+|15844.6485|69606.567|3d7|a 2G|9/2|3d6.(3G).4p|y 2F*|7/2||
1863.112|2.4e+05|E|8391.9554|62065.528|3d6.(5D).4s|a 4D|5/2|3d6.(3F2).4p|y 4F*|7/2||
1864.6453|1.6e+07|D+|20340.2461|73969.761|3d7|a 2H|11/2|3d6.(1I).4p|y 2I*|11/2||
1864.74640|5.5e+07|D+|20340.2461|73966.843|3d7|a 2H|11/2|3d6.(1I).4p|y 2I*|13/2||
1865.210|1.0e+07|E|54273.656|107886.868|3d5.4s2|b 4G|9/2|3d5.(4F).4s.4p.(3P*)|6D*|7/2||
1865.5452|5.e+06|E|54283.236|107886.868|3d5.4s2|b 4G|7/2|3d5.(4F).4s.4p.(3P*)|6D*|7/2||
1867.25874|1.3e+07|E|52966.173|106520.612|3d5.(6S).4s.4p.(3P*)|z 8P*|9/2|3d5.4s.(7S).4d|6D|7/2||
1867.94179|5.e+07|E|52966.173|106501.029|3d5.(6S).4s.4p.(3P*)|z 8P*|9/2|3d5.4s.(7S).4d|6D|9/2||
1869.55452|2.2e+08|D|54232.201|107720.879|3d5.4s2|b 4G|11/2|3d5.(2F1).4s.4p.(3P*)|4G*|11/2||
1869.762|4.7e+06|D+|30388.5451|83871.208|3d6.(3G).4s|b 2G|9/2|3d6.(1F).4p|v 2G*|9/2||
1870.615|1.6e+06|D|25787.5816|79245.926|3d6.(3P2).4s|b 2P|3/2|3d5.(6S).4s.4p.(1P*)|x 6P*|3/2||
1870.702|2.4e+06|D|25787.5816|79243.462|3d6.(3P2).4s|b 2P|3/2|3d6.(1D2).4p|w 2P*|3/2||
1871.0045|1.2e+07|E|54273.656|107720.879|3d5.4s2|b 4G|9/2|3d5.(2F1).4s.4p.(3P*)|4G*|11/2||
1871.1897|4.5e+06|E|54232.201|107674.140|3d5.4s2|b 4G|11/2|3d5.(2F1).4s.4p.(3P*)|4G*|9/2||
1872.64216|1.42e+08|C+|54273.656|107674.140|3d5.4s2|b 4G|9/2|3d5.(2F1).4s.4p.(3P*)|4G*|9/2||
1872.9782|1.3e+07|E|54283.236|107674.140|3d5.4s2|b 4G|7/2|3d5.(2F1).4s.4p.(3P*)|4G*|9/2||
1874.9711|2.1e+06|D|8391.9554|61726.069|3d6.(5D).4s|a 4D|5/2|3d6.(3P2).4p|y 4D*|7/2||
1876.2127|9.e+06|D+|21307.999|74606.864|3d7|a 2D2|3/2|3d6.(3D).4p|x 2D*|5/2||
1876.8390|6.0e+07|D+|16369.4098|69650.481|3d7|a 2G|7/2|3d6.(3G).4p|y 2F*|5/2||
1877.4657|8.2e+07|C+|20340.2461|73603.537|3d7|a 2H|11/2|3d6.(1I).4p|w 2H*|11/2||
1877.7158|7.e+06|E|54273.656|107529.849|3d5.4s2|b 4G|9/2|3d6.(5D).6p|6F*|7/2||
1877.7859|9.e+06|E|54275.649|107529.849|3d5.4s2|b 4G|5/2|3d6.(5D).6p|6F*|7/2||
1878.05387|9.e+07|E|54283.236|107529.849|3d5.4s2|b 4G|7/2|3d6.(5D).6p|6F*|7/2||
1878.3882|3.5e+06|D|16369.4098|69606.567|3d7|a 2G|7/2|3d6.(3G).4p|y 2F*|7/2||
1880.0501|3.1e+07|D+|21307.999|74498.093|3d7|a 2D2|3/2|3d6.(3D).4p|x 2D*|3/2||
1880.9725|4.5e+07|D+|20805.7632|73969.761|3d7|a 2H|9/2|3d6.(1I).4p|y 2I*|11/2||
1881.2030|5.e+07|E|57411.086|110568.558|3d5.4s2|d 4P|5/2|3d6.(3F2).5p|4F*|5/2||
1881.3797|3.5e+07|E|57493.333|110645.805|3d5.4s2|d 4P|3/2|3d6.(3F2).5p|4D*|3/2||
1884.1181|7.e+07|E|57493.333|110568.558|3d5.4s2|d 4P|3/2|3d6.(3F2).5p|4F*|5/2||
1884.3998|2.8e+07|E|57578.490|110645.805|3d5.4s2|d 4P|1/2|3d6.(3F2).5p|4D*|3/2||
1884.7294|1.0e+08|E|57411.086|110469.101|3d5.4s2|d 4P|5/2|3d6.(3F2).5p|4D*|7/2||
1884.862|9.e+05|E|25787.5816|78841.872|3d6.(3P2).4s|b 2P|3/2|3d6.(1D2).4p|w 2P*|1/2||
1885.9876|5.e+07|E|54275.649|107298.265|3d5.4s2|b 4G|5/2|3d5.(2F1).4s.4p.(3P*)|4G*|5/2||
1886.2576|8.e+06|E|54283.236|107298.265|3d5.4s2|b 4G|7/2|3d5.(2F1).4s.4p.(3P*)|4G*|5/2||
1886.3197|3.8e+06|D|57493.333|110506.577|3d5.4s2|d 4P|3/2|3d6.(3P2).5p|4D*|5/2||
1888.73442|1.42e+08|C+|20805.7632|73751.276|3d7|a 2H|9/2|3d6.(1I).4p|w 2H*|9/2||
1889.8752|1.7e+07|E|57493.333|110406.879|3d5.4s2|d 4P|3/2|3d6.(3F2).5p|4F*|3/2||
1891.0865|2.1e+07|E|57411.086|110290.739|3d5.4s2|d 4P|5/2|3d6.(3F1).5p|4D*|5/2||
1892.9223|9.e+06|D|57578.490|110406.879|3d5.4s2|d 4P|1/2|3d6.(3F2).5p|4F*|3/2||
1894.0186|1.0e+07|D+|20805.7632|73603.537|3d7|a 2H|9/2|3d6.(1I).4p|w 2H*|11/2||
1894.0319|2.6e+07|E|57493.333|110290.739|3d5.4s2|d 4P|3/2|3d6.(3F1).5p|4D*|5/2||
1895.5500|2.1e+06|D|54283.236|107038.375|3d5.4s2|b 4G|7/2|3d5.(2D3).4s.4p.(3P*)|4D*|7/2||
